file,cluster
05-071-07044_1629771__2164470___2009-09-04.tif,1
05-071-08313_400767668__3412228___2014-08-07.tif,1
05-067-08203_401117914__3900379___2016-06-29.tif,1
05-067-09678_400953305__3611671___2015-05-18.tif,1
05-067-07936_401135104__3924884___2016-08-08.tif,0
05-067-07857_2541159__2794462___2011-07-22.tif,2
05-067-05154_400819908__3492309___2014-11-20.tif,1
05-071-07690_2524830__2671917___2010-10-22.tif,1
05-067-05469_2521122__2534864___2010-05-21.tif,0
05-071-06935_400787859__3501217___2014-08-26.tif,1
05-067-07027_400973746__3611535___2015-05-18.tif,1
05-067-09298_17777121__2040320___2007-12-10.tif,0
05-067-08153_401121525__3900501___2016-06-29.tif,1
05-071-06336_2447904__2876326___2012-02-10.tif,1
05-067-05267_400999000__3626214___2015-06-12.tif,0
05-067-07633_401164459__3908572___2016-07-15.tif,0
05-067-07979_401124823__3967289___2016-09-30.tif,2
05-067-07936_2222547__2867760___2011-11-14.tif,0
05-067-06909_1794292__2061961___2007-04-18.tif,2
05-067-05601_401042926__3675075___2015-09-01.tif,0
05-071-07884_1629451__2162484___2009-09-23.tif,1
05-067-08775_401172316__3894245___2016-06-27.tif,1
05-067-05459_1793255__2056917___2007-07-06.tif,0
05-045-09548_2523230__2630309___2010-12-08.tif,1
05-067-08252_2214789__2732164___2011-06-23.tif,1
05-071-08446_400761567__3405235___2014-08-07.tif,1
05-067-05026_401010882__3633969___2015-06-25.tif,0
05-067-07896_894446__731466___1999-12-01.tif,0
05-067-06203_1793112__2050257___2007-06-01.tif,2
05-067-07857_1173116__190343___2003-06-10.tif,2
05-067-05128_2447353__2862574___2011-11-16.tif,0
05-067-05775_401052811__3675073___2015-09-01.tif,0
05-071-09198_2223693__2896956___2012-03-23.tif,1
05-067-05160_1331519__617304___2000-07-13.tif,1
05-067-08078_401196864__3916712___2016-07-28.tif,0
05-067-07089_401117565__3932578___2016-08-18.tif,1
05-067-09106_17777389__2038825___2007-12-10.tif,0
05-067-06563_1149258__1563474___1999-05-07.tif,2
05-067-06906_1173030__256627___2001-11-02.tif,2
05-067-06885_17778211__2050812___2007-09-07.tif,0
05-067-08855_2447214__2862476___2011-11-16.tif,0
05-067-08288_17778176__2044299___2007-09-12.tif,2
05-067-09455_401172846__3894249___2016-06-27.tif,1
05-067-09327_400951387__3611744___2015-05-18.tif,1
05-067-09261_2213037__2672578___2010-12-17.tif,0
05-067-07307_400964441__3611560___2015-05-18.tif,1
05-067-07101_401107004__3932177___2016-08-18.tif,2
05-071-09198_2524753__2670969___2010-10-07.tif,1
05-067-06668_2541556__2849649___2010-06-24.tif,2
05-071-06624_2524859__2671946___2010-10-22.tif,1
05-067-08107_17777621__2047954___2008-06-04.tif,0
05-067-06994_400937069__3641295___2015-07-09.tif,1
05-067-09280_401024726__3652287___2015-07-27.tif,0
05-067-07003_1794374__2061826___2007-04-09.tif,2
05-071-07618_1629533__2162397___2009-07-22.tif,1
05-067-07342_401111898__3932546___2016-08-18.tif,2
05-067-07236_1793748__2056647___2009-05-14.tif,2
05-067-08831_2213569__2692389___2011-03-31.tif,2
05-071-07244_2524660__2669903___2010-11-16.tif,1
05-067-09222_401126185__3962638___2016-09-22.tif,0
05-067-06974_400940479__3641362___2015-07-09.tif,1
05-067-09638_2213572__2692392___2011-03-31.tif,2
05-067-05610_401160596__4007352___2016-11-14.tif,0
05-067-08388_2510380__2532949___2009-08-27.tif,2
05-067-07557_1793807__2056637___2009-05-07.tif,2
05-071-06229_1629575__2162355___2009-08-28.tif,1
05-067-05145_401130844__3900381___2016-06-29.tif,1
05-067-09226_17777981__2044445___2007-09-26.tif,2
05-067-05270_400820797__3277366___2010-09-22.tif,0
05-067-08842_400937077__3641299___2015-07-09.tif,1
05-071-06292_2110909__2665286___2010-12-02.tif,1
05-067-08494_2213564__2692384___2011-03-31.tif,2
05-067-06396_1331453__685319___1999-08-02.tif,0
05-067-09329_401166782__3908811___2016-07-15.tif,0
05-071-07882_2169267__2946673___2012-06-29.tif,1
05-071-07757_2514227__2920309___2012-05-11.tif,1
05-045-16186_2523229__2630308___2010-12-08.tif,1
05-067-07891_2221644__2845154___2011-08-23.tif,0
05-071-08210_2169885__2953853___2012-07-13.tif,1
05-067-06495_17778242__2050784___2007-09-07.tif,0
05-067-08641_2221647__2845157___2011-08-23.tif,1
05-067-07186_1149184__524125___1999-04-21.tif,1
05-067-08788_400989506__3626534___2015-06-15.tif,0
05-067-08279_400904896__3588802___2015-04-13.tif,1
05-067-06204_1794505__2061683___2009-06-03.tif,2
05-067-05332_1625193__2133005___2009-08-24.tif,0
05-067-05382_1794210__2056507___2007-05-11.tif,2
05-071-08771_1629387__2160728___2009-09-28.tif,1
05-067-08642_2221637__2845147___2011-09-02.tif,0
05-067-08707_400973792__3611531___2015-05-18.tif,1
05-067-08233_2215484__2764162___2011-08-19.tif,1
05-071-08027_400767878__3412239___2014-08-07.tif,1
05-067-08138_400999189__3626225___2015-06-12.tif,0
05-067-07792_400741048__3458110___2014-10-14.tif,1
05-067-06321_2524934__2672640___2010-09-22.tif,0
05-067-07179_17778186__2044289___2007-09-12.tif,2
05-067-07319_1793799__2061641___2009-05-11.tif,0
05-071-09384_400761920__3413287___2014-08-07.tif,1
05-067-07916_400942957__3626096___2015-06-11.tif,1
05-071-08908_2524751__2670967___2010-10-07.tif,1
05-067-05075_17778000__2056975___2007-09-24.tif,0
05-067-09190_1631343__2202318___2009-09-10.tif,2
05-071-07087_2524762__2670978___2010-10-07.tif,1
05-045-08043_2523205__2630284___2010-12-08.tif,1
05-071-06701_2524803__2671890___2010-10-22.tif,1
05-067-06723_401124853__3967281___2016-09-30.tif,1
05-067-06752_1173110__422053___2003-06-17.tif,2
05-067-09661_400933803__3641239___2015-07-09.tif,1
05-067-06329_1701543__2040575___2009-04-03.tif,2
05-071-06321_2524727__2670943___2010-10-01.tif,1
05-067-07528_400846683__3588866___2015-04-13.tif,1
05-007-06137_17777025__2040343___2007-12-17.tif,0
05-067-09955_401125902__3900619___2016-06-29.tif,1
05-045-10549_17777931__2050483___2007-07-18.tif,1
05-071-09266_2524833__2671920___2010-10-22.tif,1
05-067-09642_400935753__3641266___2015-07-09.tif,1
05-067-08499_400941472__3626155___2015-06-11.tif,1
05-067-09362_2222015__2853191___2011-12-16.tif,0
05-067-09264_2222172__2856686___2011-11-16.tif,0
05-067-09839_2169912__2953884___2012-07-13.tif,1
05-067-09535_2215424__2764102___2011-08-19.tif,1
05-067-05196_401103371__3932674___2016-08-18.tif,1
05-067-08914_1793122__2050248___2007-06-01.tif,2
05-067-07999_401020864__3645824___2015-07-16.tif,0
05-071-06857_1629566__2162364___2009-08-04.tif,1
05-067-06891_2222295__2860648___2011-11-16.tif,0
05-067-08757_1631349__2202312___2009-09-10.tif,2
05-071-09345_2524848__2671935___2010-10-22.tif,1
05-067-09610_400911966__3663163___2015-08-14.tif,2
05-067-09017_1793502__2050477___2009-04-30.tif,2
05-071-08355_2514330__2925360___2012-05-18.tif,1
05-067-09463_2221131__2823032___2011-11-16.tif,1
05-067-06946_400956959__3611637___2015-05-18.tif,1
05-067-08488_1631319__2202342___2009-09-10.tif,2
05-071-08405_400795565__3414683___2014-08-08.tif,1
05-067-08001_2222590__2867803___2011-11-14.tif,0
05-067-09625_400918215__3663249___2015-08-14.tif,1
05-067-07475_2222265__2859337___2011-11-16.tif,0
05-067-09575_400903224__3588819___2015-04-13.tif,1
05-067-05023_17777664__2048128___2008-06-02.tif,0
05-067-06944_2445045__2854326___2012-01-13.tif,2
05-067-08152_1793416__2050384___2007-08-09.tif,2
05-067-08351_400946882__3626079___2015-06-11.tif,1
05-067-08205_400722748__3469127___2014-10-27.tif,1
05-071-08947_1629775__2164466___2009-09-04.tif,1
05-067-08188_401042929__3675076___2015-09-01.tif,0
05-067-09173_17777537__2044161___2008-01-11.tif,1
05-071-07602_2213505__2690979___2011-01-28.tif,1
05-067-08834_2541173__2794476___2011-07-22.tif,2
05-067-07311_400846682__3588867___2015-04-13.tif,1
05-067-07408_400847122__3588839___2015-04-13.tif,1
05-071-08152_1629464__2162470___2009-09-23.tif,1
05-067-05723_1332022__571083___2001-10-25.tif,0
05-071-06592_2524822__2671909___2010-10-22.tif,1
05-067-07010_400940440__3641359___2015-07-09.tif,1
05-071-08833_2524666__2669909___2010-11-16.tif,1
05-067-09250_401143084__3908443___2016-07-15.tif,0
05-071-09104_2513971__2911386___2012-04-27.tif,1
05-067-08957_17777302__2040084___2007-12-10.tif,0
05-067-07888_2222303__2860656___2011-11-16.tif,0
05-067-07135_401049370__3641592___2015-07-09.tif,1
05-067-08343_2541137__2794440___2011-07-22.tif,2
05-067-05086_2450346__3277533___2010-11-12.tif,0
05-067-05273_2222611__2867824___2011-11-14.tif,0
05-067-08664_400947872__3626053___2015-06-11.tif,1
05-067-07249_17778222__2050803___2007-09-07.tif,0
05-067-06429_2222061__2853104___2011-12-22.tif,0
05-067-07087_400827179__3569312___2015-03-12.tif,1
05-071-06247_400759366__3483778___2014-08-12.tif,1
05-067-06950_1149178__593698___1999-04-21.tif,2
05-067-09040_401114428__3932572___2016-08-18.tif,1
05-067-08173_1793762__2061703___2009-05-11.tif,0
05-067-05059_17777547__2044151___2008-02-12.tif,1
05-071-09346_2514039__2915824___2012-05-04.tif,1
05-067-09571_400909169__3663067___2015-08-14.tif,1
05-067-05404_401044575__3516199___2014-12-26.tif,0
05-067-09385_400979129__3618731___2015-06-03.tif,0
05-071-09081_400726935__3475597___2014-08-06.tif,1
05-067-09276_2541096__2794371___2011-08-12.tif,2
05-067-08104_401010738__3637929___2015-07-01.tif,0
05-007-06122_2213000__2672584___2010-11-24.tif,0
05-067-06475_2222110__2856624___2011-11-16.tif,0
05-067-07168_2445064__2854345___2012-01-13.tif,2
05-067-06148_1793111__2050258___2007-06-01.tif,2
05-067-07106_400827599__3569351___2015-03-12.tif,1
05-067-05564_17777616__2044102___2008-06-30.tif,0
05-067-07612_401103594__3932710___2016-08-18.tif,2
05-067-07239_1793499__2061882___2009-05-04.tif,2
05-067-06702_400847093__3588842___2015-04-13.tif,1
05-067-08063_17777823__2048017___2007-11-21.tif,2
05-067-05214_400818833__3277403___2010-09-22.tif,0
05-067-09307_2221694__2845204___2011-09-15.tif,2
05-067-05314_17778028__2056946___2007-09-11.tif,0
05-067-08692_17777668__2048124___2008-06-02.tif,0
05-007-06209_2221072__2822973___2011-11-16.tif,1
05-067-08036_2169929__2953901___2012-07-13.tif,1
05-067-07188_1793735__2056667___2009-05-14.tif,2
05-071-09391_1629558__2162372___2009-08-04.tif,1
05-067-06836_1793050__2056993___2009-05-19.tif,2
05-067-08275_400979123__3618729___2015-06-03.tif,0
05-067-06846_1793940__2056602___2007-05-14.tif,2
05-067-06206_1173119__516215___2003-06-18.tif,1
05-067-06916_400753542__3469141___2014-10-27.tif,1
05-067-07598_400916401__3663231___2015-08-14.tif,1
05-067-06547_2541063__2794337___2011-08-12.tif,1
05-071-08975_2514532__2928081___2012-05-25.tif,1
05-071-07865_400767639__3412220___2014-08-07.tif,1
05-067-07817_401047313__3641527___2015-07-09.tif,1
05-071-08226_400714943__3436209___2014-08-07.tif,1
05-067-07950_1793261__2056911___2007-07-06.tif,0
05-067-06143_400845303__3588924___2015-04-13.tif,1
05-067-08958_1794333__2061920___2007-04-18.tif,2
05-071-07332_2448087__2882125___2012-02-24.tif,1
05-067-08948_1794188__2056531___2007-05-11.tif,2
05-087-05930_401195996__3912974___2015-11-19.tif,1
05-067-06603_2222109__2856623___2011-11-16.tif,0
05-067-08896_2221984__2853160___2011-12-16.tif,0
05-071-08083_400762089__3408853___2014-08-07.tif,1
05-067-09271_1793524__2056693___2009-04-27.tif,1
05-067-06131_2222066__2853109___2011-12-22.tif,0
05-067-09509_1769345__2030511___2009-03-17.tif,1
05-067-09498_2221662__2845172___2011-09-22.tif,2
05-067-07149_1332031__1083708___2001-08-10.tif,0
05-067-06247_2524924__2672631___2010-09-22.tif,0
05-067-05311_400725783__3459557___2011-11-07.tif,0
05-067-09563_400933875__3641244___2015-07-09.tif,1
05-045-13495_17777930__2050484___2007-07-18.tif,1
05-067-09371_17777372__2038839___2007-12-10.tif,0
05-071-08996_400787860__3501222___2014-08-26.tif,1
05-067-05300_2214877__2732251___2011-06-24.tif,1
05-067-06512_1331515__1468597___2000-07-13.tif,1
05-071-08061_2169881__2953849___2012-07-13.tif,1
05-067-08921_400942455__3626117___2015-06-11.tif,1
05-067-05043_1793806__2061634___2009-05-11.tif,2
05-067-08732_401156715__4007300___2016-11-14.tif,0
05-067-07021_1793435__2050367___2007-08-09.tif,2
05-067-08172_400745088__3347808___2009-04-30.tif,0
05-067-06556_400941007__3626173___2015-06-11.tif,1
05-071-09098_400720668__3436153___2014-08-07.tif,1
05-071-06320_2447902__2876328___2012-02-10.tif,1
05-067-05006_401190006__4054567___2017-01-17.tif,0
05-067-06702_1793076__2056999___2007-05-24.tif,2
05-067-06244_1793046__2057030___2007-05-24.tif,2
05-067-07100_1631407__2202258___2009-10-15.tif,2
05-067-09020_2222228__2859300___2011-11-16.tif,0
05-067-08508_401125814__3900605___2016-06-29.tif,1
05-067-09159_400758569__3264658___2013-11-14.tif,0
05-067-07592_1793352__2050442___2007-07-05.tif,2
05-067-07316_17777873__2047969___2007-11-16.tif,0
05-067-08091_17777725__2047924___2008-05-16.tif,0
05-067-05585_1332028__1074178___2001-07-30.tif,0
05-067-06206_1631406__2202259___2009-10-15.tif,2
05-067-08952_17777168__2040247___2007-12-10.tif,0
05-071-06724_2485416__3058884___2013-02-08.tif,1
05-067-09624_401048295__3641549___2015-07-09.tif,1
05-067-07832_401121495__3900489___2016-06-29.tif,1
05-067-08240_400827672__3569356___2015-03-12.tif,1
05-067-08895_2213017__2672558___2010-12-17.tif,0
05-071-07862_2213463__2690937___2011-02-03.tif,1
05-067-06533_400815913__3420881___2014-08-07.tif,0
05-067-09019_400952670__3611694___2015-05-18.tif,1
05-067-05412_2524956__2672600___2010-11-08.tif,0
05-071-09401_1629460__2162474___2009-09-23.tif,1
05-067-06990_1793187__2057088___2007-06-14.tif,2
05-067-07956_400964164__3611575___2015-05-18.tif,1
05-067-07852_400957279__3611620___2015-05-18.tif,1
05-067-06746_1793087__2056983___2007-05-24.tif,2
05-071-07599_1629658__2164593___2009-08-07.tif,1
05-067-07118_1149148__802101___1999-07-26.tif,0
05-067-05476_401052955__3660541___2015-08-07.tif,1
05-067-07295_401106671__3932150___2016-08-18.tif,2
05-067-08705_401126197__3962621___2016-09-22.tif,0
05-045-07139_2523210__2630289___2010-12-08.tif,1
05-067-06203_400845302__3588906___2015-04-13.tif,1
05-071-09184_2514737__2935318___2012-06-08.tif,1
05-071-09490_2169262__2946668___2012-06-29.tif,1
05-067-08936_1794405__2061797___2007-04-09.tif,2
05-067-05775_1331981__513654___2001-09-17.tif,0
05-067-07361_1331455__1239649___1999-07-22.tif,0
05-067-09138_400964207__3611573___2015-05-18.tif,1
05-067-06224_400822421__3492345___2014-11-20.tif,1
05-067-07697_2215472__2764150___2011-08-19.tif,1
05-067-09366_400953132__3611680___2015-05-18.tif,1
05-067-09454_1630414__2177616___2009-08-27.tif,2
05-067-05144_401114323__3932598___2016-08-18.tif,2
05-067-06369_401117461__3932652___2016-08-18.tif,2
05-087-05906_401196110__3912946___2015-11-19.tif,1
05-071-08680_400757995__3483803___2014-08-12.tif,1
05-071-08182_1629532__2162398___2009-07-22.tif,1
05-067-07515_1793130__2050242___2007-06-01.tif,2
05-067-05412_17777123__2040318___2007-12-10.tif,0
05-067-09294_2222822__2872001___2011-11-14.tif,0
05-067-08498_2222361__2860714___2011-11-16.tif,0
05-067-08956_17777166__2040249___2007-12-10.tif,0
05-067-09585_400957380__3611607___2015-05-18.tif,1
05-067-07574_1793401__2050393___2007-07-25.tif,2
05-067-07199_401173352__3997436___2016-11-08.tif,1
05-071-08229_400767315__3501191___2014-08-20.tif,1
05-067-07437_2447323__2862544___2011-11-16.tif,0
05-067-06206_400829103__3569410___2015-03-12.tif,1
05-067-05787_401117889__3900367___2016-06-29.tif,1
05-071-06802_1629530__2162400___2009-07-22.tif,1
05-067-05298_401024834__3652293___2015-07-27.tif,1
05-067-09111_17777225__2040275___2007-12-10.tif,2
05-067-09247_401035104__3203311___2013-10-09.tif,0
05-067-08753_17777323__2040078___2007-12-10.tif,0
05-071-07508_1629578__2162352___2009-08-28.tif,1
05-067-08638_400718832__3458088___2014-10-14.tif,1
05-071-06764_2447880__2876305___2012-01-27.tif,1
05-067-09306_2222599__2867812___2011-11-14.tif,0
05-071-06444_400726967__3475620___2014-08-06.tif,1
05-067-07400_400942283__3626126___2015-06-11.tif,1
05-071-08919_2514207__2920319___2012-05-11.tif,1
05-071-08780_2514071__2915798___2012-05-04.tif,1
05-067-06927_1331987__261227___2001-12-06.tif,0
05-071-08251_1629713__2164529___2009-08-12.tif,1
05-067-08118_2521100__2534841___2010-06-25.tif,0
05-067-07492_1793380__2050414___2007-07-25.tif,2
05-067-06413_2521076__2534815___2010-06-28.tif,1
05-067-06899_2541083__2794357___2011-08-12.tif,2
05-067-08480_2214799__2732173___2011-06-23.tif,1
05-087-05922_401196088__3912950___2015-11-19.tif,1
05-067-09153_17777119__2040322___2007-12-10.tif,0
05-067-09755_2524880__2672687___2010-11-04.tif,1
05-067-08425_2541140__2794443___2011-07-22.tif,2
05-067-05597_17777454__2044250___2008-08-25.tif,0
05-067-08143_401117849__3900387___2016-06-29.tif,1
05-067-06996_400903104__3588823___2015-04-13.tif,1
05-067-07918_400733039__3459571___2011-12-22.tif,0
05-067-07135_1794271__2061982___2007-04-20.tif,2
05-067-06997_400936178__3641276___2015-07-09.tif,1
05-067-08412_2221208__2823729___2011-08-19.tif,2
05-071-09268_2513924__2911413___2012-04-27.tif,1
05-067-06558_17777964__2044456___2007-09-26.tif,2
05-045-07292_2523201__2630280___2010-12-08.tif,1
05-067-08851_1793790__2061650___2009-05-11.tif,0
05-067-07484_1331471__638775___1999-08-02.tif,0
05-067-05095_401010824__3633978___2015-06-25.tif,0
05-067-08522_401125427__3967227___2016-09-30.tif,2
05-067-06300_2524911__2672663___2010-10-28.tif,0
05-067-08330_401035039__3174435___2013-08-22.tif,1
05-067-06325_2510338__2532892___2010-08-26.tif,2
05-067-05414_401011028__3631307___2015-06-24.tif,0
05-071-08559_400788542__3408889___2014-08-07.tif,1
05-067-07390_1794241__2056473___2007-04-20.tif,2
05-067-08995_1794445__2061759___2007-04-09.tif,2
05-067-05168_401190339__4054537___2017-01-17.tif,0
05-067-05279_400832608__3327536___2011-08-04.tif,0
05-067-08328_400998956__3618755___2015-06-03.tif,0
05-067-07192_1149187__858935___1999-04-21.tif,2
05-067-08731_2221668__2845178___2011-09-12.tif,2
05-067-09966_401184149__3877286___2016-06-03.tif,1
05-067-05518_401053209__3660538___2015-08-07.tif,0
05-067-07445_1332032__426964___2001-08-10.tif,2
05-067-06319_1332023__1099844___2001-10-25.tif,0
05-067-07362_401014458__3641474___2015-07-09.tif,2
05-067-09473_2221082__2822983___2011-11-16.tif,1
05-067-07828_1793498__2061883___2009-05-04.tif,2
05-067-08920_401196959__3916654___2016-07-28.tif,0
05-067-08229_400745084__3347805___2009-04-30.tif,0
05-071-08980_2524465__2665485___2010-11-02.tif,1
05-067-08016_17777857__2047985___2007-11-16.tif,0
05-067-07856_400942947__3626098___2015-06-11.tif,1
05-067-09945_401201560__4065285___2017-01-27.tif,0
05-071-06237_1629586__2162344___2009-08-28.tif,1
05-067-08496_2221427__2835430___2011-08-01.tif,2
05-067-05091_400821902__3277348___2010-09-22.tif,0
05-067-07774_2445094__2854375___2012-01-13.tif,2
05-067-07115_1793456__2050347___2007-08-06.tif,2
05-067-06533_401021775__3645840___2015-07-16.tif,0
05-071-07403_2213461__2690935___2011-02-03.tif,1
05-071-07914_1629421__2160661___2009-10-02.tif,1
05-067-06155_1332038__1483197___2002-07-05.tif,1
05-067-07988_1794212__2056505___2007-05-11.tif,2
05-071-06439_2514725__2935330___2012-06-08.tif,1
05-071-08762_2169902__2953870___2012-07-13.tif,1
05-071-09199_1629512__2162418___2009-07-17.tif,1
05-067-07115_400911921__3663145___2015-08-14.tif,1
05-067-05592_401042688__3675074___2015-09-01.tif,0
05-071-08338_400767660__3412225___2014-08-07.tif,1
05-071-08242_1727127__3590148___2011-02-03.tif,1
05-071-07747_2514215__2920315___2012-05-11.tif,1
05-067-07574_400845319__3588894___2015-04-13.tif,1
05-067-08777_2222787__2871966___2011-11-14.tif,0
05-067-05404_400714939__3459501___2009-09-18.tif,0
05-071-07903_1629700__2164542___2009-08-04.tif,1
05-067-07570_401106578__3932047___2016-08-18.tif,2
05-067-06427_2447213__2862475___2011-11-16.tif,0
05-067-06759_1793160__2057115___2007-06-20.tif,2
05-071-08232_2524792__2671879___2010-10-08.tif,1
05-067-09575_2222046__2853125___2011-09-29.tif,2
05-067-09191_2222867__2872046___2011-11-14.tif,0
05-067-09642_2213557__2692377___2011-03-31.tif,1
05-067-05735_2214821__2732195___2011-06-23.tif,1
05-067-05184_17777579__2044133___2008-06-30.tif,0
05-071-08371_400726962__3475605___2014-08-06.tif,1
05-067-07950_1331978__492517___2001-09-17.tif,2
05-071-08156_1629723__2164519___2009-08-12.tif,1
05-067-09354_2510362__2532931___2009-08-27.tif,2
05-071-07655_2514211__2920317___2012-05-11.tif,1
05-071-07328_2447916__2876376___2012-01-20.tif,1
05-067-09108_401168146__3908862___2016-07-15.tif,0
05-067-05145_1793272__2056711___2007-07-06.tif,0
05-067-08781_2222821__2872000___2011-11-14.tif,0
05-071-06480_1629706__2164536___2009-08-12.tif,1
05-071-09368_2514735__2935320___2012-06-08.tif,1
05-067-08810_1794412__2061790___2007-04-09.tif,2
05-071-08190_2514482__2928155___2012-05-25.tif,1
05-071-07038_2514486__2928153___2012-05-25.tif,1
05-067-05519_2222840__2872019___2011-11-14.tif,0
05-071-08196_2524791__2671878___2010-10-08.tif,1
05-067-09038_401021707__3645836___2015-07-16.tif,0
05-067-05088_401024679__3652284___2015-07-27.tif,0
05-067-08496_400842778__3588941___2015-04-13.tif,1
05-071-08903_400761987__3413293___2014-08-07.tif,1
05-067-08984_1793749__2056646___2009-05-14.tif,2
05-067-06255_1625201__2132997___2009-08-24.tif,0
05-071-09348_2524470__2665490___2010-11-02.tif,1
05-067-07913_1794386__2061815___2007-04-09.tif,2
05-067-06274_1625196__2133002___2009-08-24.tif,0
05-067-06590_17778024__2056951___2007-09-11.tif,0
05-067-09133_401001617__3626589___2015-06-15.tif,0
05-067-08881_400942426__3626120___2015-06-11.tif,1
05-075-09403_401172557__3894060___2016-06-14.tif,1
05-071-09422_2223706__2896969___2012-03-23.tif,1
05-067-05487_17778217__2050807___2007-09-07.tif,0
05-067-06247_2222127__2856641___2011-11-16.tif,0
05-071-07064_400788650__3408963___2014-08-07.tif,1
05-071-08810_2524844__2671931___2010-10-22.tif,1
05-071-09220_400772130__3402142___2014-08-05.tif,1
05-067-07470_401125934__3962668___2016-09-22.tif,0
05-067-08779_400843460__3588923___2015-04-13.tif,1
05-067-06812_401121380__3900457___2016-06-29.tif,1
05-071-07762_2524851__2671938___2010-10-22.tif,1
05-067-07846_1794415__2061787___2007-04-09.tif,2
05-071-08040_400767667__3412226___2014-08-07.tif,1
05-067-09090_2213555__2692375___2011-03-31.tif,2
05-067-08068_401160598__4007354___2016-11-14.tif,0
05-067-06949_17778123__2044352___2007-09-06.tif,2
05-067-08295_400748203__3347841___2009-06-30.tif,0
05-067-09299_400916947__3663248___2015-08-14.tif,1
05-067-06888_2215540__2764218___2011-08-19.tif,1
05-067-07421_400940503__3641365___2015-07-09.tif,1
05-075-07166_401171727__3894086___2016-06-14.tif,1
05-067-05281_400825644__3311753___2011-08-01.tif,0
05-067-09274_1631316__2202345___2009-09-10.tif,2
05-067-05363_17777748__2048065___2008-05-22.tif,0
05-067-08732_2222552__2867765___2011-11-14.tif,0
05-067-08422_1794240__2056474___2007-04-27.tif,2
05-071-08486_2448105__2882142___2012-02-24.tif,1
05-067-06805_2521124__2534866___2010-05-21.tif,0
05-067-09525_2222355__2860708___2011-11-16.tif,0
05-067-09079_400951786__3611728___2015-05-18.tif,1
05-067-08149_2515196__2953968___2012-07-16.tif,1
05-067-07590_400842803__3588940___2015-04-13.tif,1
05-067-08977_2222812__2871991___2011-11-14.tif,0
05-071-07744_2169275__2946705___2012-06-29.tif,1
05-067-05395_401131059__3973920___2016-10-07.tif,0
05-067-09108_401022009__3645854___2015-07-16.tif,0
05-071-08999_1629445__2160636___2009-10-02.tif,1
05-067-09038_2222844__2872023___2011-11-14.tif,0
05-071-08399_400731999__3473247___2014-10-05.tif,1
05-067-09692_400957266__3611623___2015-05-18.tif,1
05-067-09064_400947786__3626065___2015-06-11.tif,1
05-067-06308_1793427__2050374___2007-08-09.tif,2
05-067-05379_17777106__2040324___2007-12-10.tif,0
05-067-07070_1149219__996364___1999-05-07.tif,2
05-067-07826_1793793__2061647___2009-05-11.tif,2
05-067-08806_1793081__2056989___2007-05-24.tif,2
05-067-08886_401194318__4054633___2017-01-17.tif,0
05-067-08008_401024818__3652292___2015-07-27.tif,1
05-067-06851_1631369__2202296___2009-10-15.tif,2
05-067-06761_400910257__3663113___2015-08-14.tif,2
05-067-08258_401103537__3932698___2016-08-18.tif,2
05-067-06879_1793781__2061659___2009-05-11.tif,0
05-067-06207_1332025__969003___2001-10-25.tif,0
05-067-07707_1332001__674238___2001-12-05.tif,0
05-067-05053_400818926__3277397___2010-09-22.tif,0
05-067-07382_401117853__3900397___2016-06-29.tif,1
05-067-06717_401047334__3641529___2015-07-09.tif,1
05-067-06056_401122349__3900433___2016-06-29.tif,1
05-067-06398_401160262__4007330___2016-11-14.tif,0
05-067-05470_1793263__2056720___2007-07-06.tif,0
05-067-09549_2222041__2853131___2011-10-13.tif,2
05-067-05089_400827904__3569365___2015-03-12.tif,1
05-071-06201_400847276__3464233___2014-10-22.tif,1
05-067-05430_1793242__2056929___2007-07-06.tif,0
05-067-07288_401111521__3932528___2016-08-18.tif,2
05-067-08897_401047807__3641539___2015-07-09.tif,1
05-067-06691_1631344__2202317___2009-09-10.tif,2
05-067-07002_1631325__2202336___2009-09-10.tif,2
05-067-09199_400952484__3611708___2015-05-18.tif,1
05-067-07478_401135321__3908417___2016-07-15.tif,0
05-067-05598_17777565__2048141___2007-12-09.tif,0
05-067-05757_400820937__3277356___2010-09-22.tif,0
05-067-07377_400939621__3641346___2015-07-09.tif,1
05-071-08970_2213502__2690976___2011-01-28.tif,1
05-007-06140_2213006__2672590___2010-11-24.tif,0
05-067-05092_400820622__3277371___2010-09-22.tif,0
05-067-07781_17777181__2040261___2007-12-10.tif,2
05-067-07647_2515218__2953991___2012-07-16.tif,1
05-071-08871_2364188__3420808___2014-08-07.tif,1
05-067-07868_400827226__3569318___2015-03-12.tif,1
05-067-09058_1631221__2202444___2009-11-25.tif,2
05-067-07154_400942968__3626094___2015-06-11.tif,1
05-067-06389_400821912__3311747___2011-08-01.tif,0
05-067-08036_1331512__696147___2000-07-13.tif,1
05-071-09575_2524860__2671947___2010-10-22.tif,1
05-067-06236_17778081__2044393___2007-08-30.tif,2
05-071-08353_2110888__2665265___2010-12-02.tif,1
05-067-08493_400905079__3588791___2015-04-13.tif,1
05-067-05042_2521104__2534846___2010-06-25.tif,0
05-067-08676_400842705__3588943___2015-04-13.tif,1
05-067-06223_2221201__2823722___2011-08-19.tif,2
05-067-09328_17777304__2040173___2007-12-10.tif,0
05-067-06494_2606626__2532896___2010-01-04.tif,0
05-067-09676_400953212__3611677___2015-05-18.tif,1
05-067-08972_401004688__3626525___2015-06-15.tif,0
05-007-06185_2221110__2823011___2011-11-16.tif,1
