file,cluster
05-067-09501_2221672__2845182___2011-09-12.tif,2
05-067-07579_2214797__2732171___2011-06-23.tif,1
05-071-09540_400778285__3407795___2014-08-08.tif,1
05-067-08729_400829276__3569414___2015-03-12.tif,1
05-071-06065_2169292__2946722___2012-06-29.tif,1
05-067-09211_401197568__3948983___2016-09-06.tif,0
05-067-08655_400952516__3611703___2015-05-18.tif,1
05-067-06603_400787710__3386000___2014-07-14.tif,0
05-067-07768_400998795__3611488___2015-05-18.tif,1
05-067-06832_401050430__3641615___2015-07-09.tif,1
05-071-08016_400767956__3412247___2014-08-07.tif,1
05-067-06685_400842818__3588971___2015-04-13.tif,1
05-067-05036_401194217__4054657___2017-01-17.tif,0
05-067-08000_17777252__2040215___2007-12-10.tif,0
05-067-08024_1702854__2188662___2009-10-05.tif,2
05-067-07185_400945111__3626088___2015-06-11.tif,1
05-067-06634_400827012__3569297___2015-03-12.tif,1
05-067-07990_17777364__2040072___2007-12-10.tif,2
05-067-08105_2222651__2867864___2011-11-14.tif,0
05-067-06297_17778117__2044357___2007-09-06.tif,2
05-067-08251_400819941__3492311___2014-11-20.tif,1
05-067-07489_17777032__2040384___2009-04-08.tif,2
05-067-09379_400969124__3611543___2015-05-18.tif,1
05-067-06159_2222071__2853114___2011-12-22.tif,0
05-071-06287_2514719__2935336___2012-06-08.tif,1
05-067-05086_2222650__2867863___2011-11-14.tif,0
05-067-09501_1631245__2202420___2009-11-25.tif,2
05-067-07365_1331468__804100___1999-08-02.tif,0
05-067-09499_1793277__2053003___2009-05-06.tif,0
05-067-07576_400748184__3347855___2009-06-30.tif,0
05-071-07540_2514029__2915829___2012-05-04.tif,1
05-067-08414_400913864__3663190___2015-08-14.tif,1
05-067-08149_2214767__2732142___2011-06-23.tif,1
05-071-06839_2514715__2935341___2012-06-08.tif,1
05-067-05593_2222054__2853118___2011-11-17.tif,0
05-067-05763_2222842__2872021___2011-11-14.tif,0
05-067-07349_1793360__2050434___2007-07-25.tif,2
05-067-06327_401121723__3900593___2016-06-29.tif,1
05-067-05115_17778088__2044386___2007-08-30.tif,2
05-067-09833_2214820__2732194___2011-06-23.tif,1
05-067-08818_400956982__3611636___2015-05-18.tif,1
05-067-08381_2447208__2862470___2011-11-16.tif,0
05-067-07605_1793424__2050376___2007-08-09.tif,2
05-067-06673_2215509__2764187___2011-08-19.tif,1
05-067-08036_2214865__2732239___2011-06-20.tif,1
05-067-06686_400909874__3663160___2015-08-14.tif,1
05-067-08939_2209492__3684724___2015-09-21.tif,0
05-067-07296_1794302__2061950___2007-04-18.tif,2
05-071-08596_1629799__2164170___2009-08-21.tif,1
05-067-09567_2221421__2835424___2011-08-01.tif,2
05-071-06733_400714944__3436207___2014-08-07.tif,1
05-071-07722_2447899__2876331___2012-02-10.tif,1
05-067-06223_400933899__3641246___2015-07-09.tif,1
05-067-07343_401107053__3932329___2016-08-18.tif,1
05-067-08897_1794424__2061779___2007-04-09.tif,2
05-067-08150_2515199__2953971___2012-07-16.tif,1
05-067-08677_400739054__3458108___2014-10-14.tif,1
05-071-08716_2447881__2876304___2012-01-27.tif,1
05-067-05106_2521062__2534801___2010-07-09.tif,1
05-071-08490_400823448__3516184___2014-11-04.tif,1
05-071-09438_1629583__2162347___2009-08-28.tif,1
05-071-07876_1629470__2162464___2009-09-23.tif,1
05-071-07020_1629386__2160729___2009-09-28.tif,1
05-067-05279_401194469__4054525___2017-01-17.tif,0
05-067-08405_17777839__2048001___2007-11-21.tif,2
05-067-07582_401166714__3908809___2016-07-15.tif,0
05-067-06664_2214819__2732193___2011-06-23.tif,1
05-067-09073_2524949__2672593___2010-11-08.tif,0
05-067-07643_1793489__2050313___2007-08-06.tif,2
05-071-07063_401023053__3464257___2014-10-22.tif,1
05-067-06495_401052397__3856787___2016-05-10.tif,0
05-067-09391_401131074__3973924___2016-10-07.tif,0
05-067-08762_400845510__3588884___2015-04-13.tif,1
05-067-08739_400910270__3663114___2015-08-14.tif,2
05-067-07117_401111897__3932544___2016-08-18.tif,1
05-067-07236_1794442__2061762___2007-04-09.tif,2
05-067-06418_2524940__2672646___2010-09-22.tif,0
05-067-06617_1702855__2188663___2009-10-05.tif,2
05-067-08356_400942932__3626104___2015-06-11.tif,1
05-067-08252_401035416__3347850___2009-06-30.tif,0
05-067-05574_17778157__2050837___2007-08-30.tif,0
05-071-08952_2524766__2670982___2010-10-07.tif,1
05-067-05272_400822887__3512683___2014-12-22.tif,1
05-071-08087_400838773__3464227___2014-10-22.tif,1
05-067-09167_401164525__3908793___2016-07-15.tif,0
05-067-07446_2445062__2854343___2012-01-13.tif,2
05-067-07983_400949938__3730097___2015-11-24.tif,0
05-067-08001_401164502__3908783___2016-07-15.tif,0
05-071-07264_2513892__2911441___2012-04-27.tif,1
05-067-06205_1794500__2061685___2009-06-03.tif,2
05-071-09181_400760553__3402116___2014-08-05.tif,1
05-067-06691_400753633__3469145___2014-10-27.tif,1
05-071-06615_400720684__3436155___2014-08-07.tif,1
05-067-09112_401130723__3962587___2016-09-22.tif,0
05-067-08504_2541107__2794410___2011-07-22.tif,2
05-067-05203_1331509__531995___2000-07-13.tif,1
05-071-08475_400767134__3413318___2014-08-07.tif,1
05-067-08713_17778121__2044354___2007-09-06.tif,2
05-071-07883_2514233__2920306___2012-05-11.tif,1
05-067-08361_400745101__3347786___2009-04-30.tif,0
05-067-09393_400971178__3611541___2015-05-18.tif,1
05-067-07206_2222258__2859330___2011-11-16.tif,0
05-071-07970_1629742__2164499___2009-08-17.tif,1
05-067-09289_1793541__2061878___2009-04-27.tif,0
05-007-06189_401171634__3894227___2016-06-27.tif,1
05-067-08419_2221161__2822947___2010-07-15.tif,1
05-067-06798_1793445__2050357___2007-08-09.tif,2
05-071-07091_2513945__2911399___2012-04-27.tif,1
05-067-06418_401040176__3842444___2016-04-25.tif,0
05-067-07323_1793481__2050321___2007-08-06.tif,2
05-067-05487_2524945__2672651___2010-09-22.tif,0
05-067-05189_400773913__3386001___2014-07-14.tif,0
05-067-09419_400909221__3663075___2015-08-14.tif,2
05-067-08277_17777713__2048085___2008-05-27.tif,0
05-071-09343_2524798__2671885___2010-10-08.tif,1
05-067-07046_1794486__2061717___2007-03-23.tif,2
05-067-06515_17778039__2047880___2007-09-04.tif,1
05-067-06836_400910206__3663111___2015-08-14.tif,2
05-067-06502_17777418__2038796___2007-12-10.tif,0
05-067-06973_2445071__2854352___2012-01-13.tif,2
05-067-06603_401168610__3877270___2016-06-01.tif,0
05-067-07447_17777355__2038860___2007-12-10.tif,2
05-067-06413_2221641__2845151___2011-08-23.tif,1
05-067-05206_17777864__2047978___2007-11-16.tif,0
05-071-07166_1629569__2162361___2009-08-04.tif,1
05-067-09250_400932228__3660564___2015-08-10.tif,0
05-071-08530_400701874__3436375___2014-08-07.tif,1
05-071-06112_400726928__3475611___2014-08-06.tif,1
05-067-07878_1793105__2050264___2007-06-01.tif,2
05-067-06169_1793467__2050335___2007-08-06.tif,2
05-067-07107_400827928__3569366___2015-03-12.tif,1
05-067-09221_401164463__3908576___2016-07-15.tif,0
05-067-09148_2222592__2867805___2011-11-14.tif,0
05-071-07724_1629455__2162480___2009-09-23.tif,1
05-067-09798_2215419__2764097___2011-07-29.tif,0
05-071-07043_2213511__2690985___2011-01-28.tif,1
05-067-09387_2214826__2732200___2011-06-23.tif,1
05-067-06864_401113869__3932634___2016-08-18.tif,1
05-067-05565_401022096__3646142___2015-07-17.tif,0
05-067-09486_400941388__3626159___2015-06-11.tif,1
05-071-08853_400760546__3402057___2014-08-05.tif,1
05-067-08163_401103642__3932728___2016-08-18.tif,2
05-067-07530_400843531__3588912___2015-04-13.tif,1
05-067-09485_2510386__2532955___2009-08-27.tif,2
05-067-06864_1793478__2050324___2007-08-06.tif,2
05-067-09481_2213560__2692380___2011-03-31.tif,2
05-071-08612_1629570__2162360___2009-08-28.tif,1
05-067-09448_400942209__3626131___2015-06-11.tif,1
05-067-06219_1794409__2061793___2007-04-09.tif,2
05-071-08398_2524625__2669152___2010-11-05.tif,1
05-071-07947_2524452__2665472___2010-11-02.tif,1
05-071-06704_2524607__2669134___2010-11-05.tif,1
05-067-08029_401125352__3967239___2016-09-30.tif,2
05-067-06612_17777965__2044455___2007-09-25.tif,2
05-067-05411_1793264__2056719___2007-07-06.tif,0
05-071-09314_400779955__3501196___2014-08-20.tif,1
05-067-05184_400820785__3277365___2010-09-22.tif,0
05-067-08078_2222653__2867866___2011-11-14.tif,0
05-071-09096_400759361__3483782___2014-08-12.tif,1
05-067-09315_17777913__2050486___2007-10-22.tif,0
05-071-09229_2110906__2665283___2010-12-02.tif,1
05-071-09078_400765115__3408860___2014-08-07.tif,1
05-067-07239_1331503__655564___2000-06-14.tif,1
05-067-05183_401194316__4054635___2017-01-17.tif,0
05-067-05464_17777099__2040356___2009-04-08.tif,0
05-067-06482_1631242__2202423___2009-11-25.tif,2
05-067-07918_17777132__2040311___2007-12-10.tif,0
05-067-09043_17777971__2044452___2007-09-26.tif,2
05-067-08503_17777259__2040087___2007-12-10.tif,0
05-067-07632_400843463__3588921___2015-04-13.tif,1
05-067-06533_401135014__3924862___2016-08-08.tif,0
05-067-07490_400816506__3492295___2014-11-20.tif,1
05-067-07158_1794214__2056502___2007-05-11.tif,2
05-067-08368_401022247__3646143___2015-07-17.tif,0
05-067-06614_401046276__3626169___2015-06-11.tif,1
05-071-07273_2524609__2669136___2010-11-05.tif,1
05-067-07179_400949919__3730094___2015-11-24.tif,0
05-071-08100_2223702__2896965___2012-03-23.tif,1
05-067-08517_2213724__2696553___2011-04-28.tif,1
05-067-07945_1331507__735917___2000-06-14.tif,0
05-067-06936_17777677__2048115___2008-06-02.tif,0
05-067-08838_401164466__3908578___2016-07-15.tif,0
05-067-08757_400950321__3730141___2015-11-24.tif,1
05-067-07501_400946750__3626086___2015-06-11.tif,1
05-067-09269_17777768__2048052___2008-05-22.tif,0
05-071-08625_2524630__2669157___2010-11-05.tif,1
05-067-09918_401001788__3769339___2016-01-25.tif,0
05-071-08233_400775687__3408882___2014-08-07.tif,1
05-067-09310_401135297__3924916___2016-08-08.tif,0
05-067-07599_401117767__3900523___2016-06-29.tif,1
05-067-08280_401014937__3588806___2015-04-13.tif,1
05-067-06056_1173024__930149___2001-11-05.tif,2
05-067-06065_2222583__2867796___2011-11-14.tif,0
05-067-08155_1793413__2050387___2007-08-09.tif,2
05-071-08265_2364185__3420811___2014-08-07.tif,1
05-071-06544_1629794__2164175___2009-09-04.tif,1
05-071-09323_2169283__2946713___2012-06-29.tif,1
05-067-06663_1793126__2050245___2007-06-01.tif,2
05-067-07069_2445091__2854372___2012-01-13.tif,2
05-071-07163_1629802__2164167___2009-07-22.tif,1
05-071-07330_400731894__3473242___2014-08-05.tif,1
05-067-09349_2524981__2672625___2010-11-08.tif,0
05-007-06184_2221098__2822999___2011-11-16.tif,1
05-071-09191_1629582__2162348___2009-08-28.tif,1
05-067-07229_400973800__3611529___2015-05-18.tif,1
05-067-07548_401038693__3347784___2009-04-30.tif,0
05-067-09092_400930600__3641514___2015-07-09.tif,1
05-067-06048_1701613__2040410___2009-03-20.tif,0
05-071-08838_400787844__3501213___2014-08-26.tif,1
05-067-08853_1793758__2061707___2009-05-11.tif,0
05-067-08504_2606631__2532905___2009-08-27.tif,2
05-071-07492_2485235__3048837___2013-01-18.tif,1
05-067-06303_17778192__2044283___2007-09-12.tif,2
05-067-07771_400993155__3611556___2015-05-18.tif,1
05-067-06829_401124953__3967265___2016-09-30.tif,1
05-067-07476_2222287__2860640___2011-11-16.tif,0
05-067-07616_1631247__2202418___2009-11-25.tif,2
05-071-08109_1629593__2162337___2009-08-28.tif,1
05-067-06417_2515162__2953931___2012-07-16.tif,1
05-067-06794_2447256__2862518___2011-11-16.tif,0
05-067-06467_2521063__2534802___2010-07-09.tif,1
05-067-08304_2447344__2862565___2011-11-16.tif,0
05-067-06672_1331528__810774___2000-06-08.tif,1
05-067-08479_2215429__2764107___2011-08-19.tif,1
05-067-07853_401184307__3877307___2016-06-03.tif,1
05-067-06933_2214843__2732218___2011-06-22.tif,1
05-071-08214_1629462__2162472___2009-09-23.tif,1
05-087-05940_401196129__3912942___2015-11-19.tif,1
05-067-06282_2524939__2672645___2010-09-22.tif,1
05-071-08441_400816309__3507048___2014-09-16.tif,1
05-071-09174_2514203__2920321___2012-05-11.tif,1
05-067-05564_400821546__3277354___2010-09-22.tif,0
05-067-07202_2541125__2794428___2011-07-22.tif,2
05-067-05421_17777423__2038792___2007-12-10.tif,0
05-071-08380_400762459__3405236___2014-08-07.tif,1
05-071-06330_2447928__2876363___2012-01-20.tif,1
05-067-07930_1793832__2061633___2006-12-14.tif,0
05-071-07845_400777934__3407787___2014-08-08.tif,1
05-067-09455_2221142__2822956___2011-08-04.tif,1
05-071-09610_2514057__2915804___2012-05-04.tif,1
05-067-08032_400826934__3569287___2015-03-12.tif,1
05-067-09184_1793527__2056690___2009-04-27.tif,1
05-067-05460_400759549__3347900___2011-12-22.tif,0
05-067-07414_1794334__2061919___2009-04-18.tif,2
05-067-08977_17777370__2038841___2007-12-10.tif,0
05-067-08371_400948108__3626025___2015-06-11.tif,1
05-067-06026_17777861__2047981___2007-11-16.tif,0
05-071-09492_400767079__3413317___2014-08-07.tif,1
05-067-08913_2222230__2859302___2011-11-16.tif,0
05-067-08223_1793548__2061872___2009-04-27.tif,2
05-071-08714_400777965__3407788___2014-08-08.tif,1
05-071-07916_1629711__2164531___2009-08-12.tif,1
05-067-09173_401131052__3973918___2016-10-07.tif,1
05-067-05116_400820499__3277385___2010-09-22.tif,0
05-067-06676_401103677__3932738___2016-08-18.tif,1
05-067-07438_1275663__389959___2001-10-15.tif,2
05-071-06901_2485414__3058882___2013-02-08.tif,1
05-067-05188_1331511__863543___2000-07-13.tif,1
05-067-08096_17777728__2047926___2008-05-16.tif,0
05-067-07413_401164524__3908791___2016-07-15.tif,0
05-067-06884_2447226__2862488___2011-11-16.tif,0
05-071-06329_2524717__2670933___2010-10-01.tif,1
05-067-09846_401135073__3924878___2016-08-08.tif,0
05-067-07871_17778266__2050761___2007-09-07.tif,0
05-067-07041_894430__985243___1999-12-01.tif,1
05-071-09074_1629676__2164575___2009-08-07.tif,1
05-067-08040_2215507__2764185___2011-08-19.tif,1
05-067-09384_400909183__3663070___2015-08-14.tif,2
05-067-07930_400780447__3271452___2009-12-30.tif,0
05-067-06384_400827598__3569350___2015-03-12.tif,1
05-067-07533_2515188__2953960___2012-07-16.tif,1
05-067-06827_1793454__2050349___2007-08-09.tif,2
05-067-09167_2222573__2867786___2011-11-14.tif,0
05-067-07104_400827952__3569368___2015-03-12.tif,1
05-067-07333_1631226__2202439___2009-11-25.tif,2
05-067-09076_400948003__3626040___2015-06-11.tif,1
05-071-08520_400761422__3402078___2014-08-05.tif,1
05-067-05486_401001757__3637909___2015-07-01.tif,0
05-067-08229_2515172__2953937___2012-07-16.tif,1
05-067-06551_894450__806567___1999-12-01.tif,0
05-071-08827_2364197__3420799___2014-08-07.tif,1
05-071-09064_2524631__2669158___2010-11-05.tif,1
05-067-07917_1793843__2061622___2006-12-14.tif,1
05-067-09124_17777643__2047938___2008-06-04.tif,0
05-067-07015_400795595__3386003___2014-07-14.tif,0
05-067-08072_17778040__2050848___2007-09-04.tif,1
05-067-07929_2515204__2953976___2012-07-16.tif,1
05-067-06640_1702873__2188631___2009-10-05.tif,2
05-067-06266_2214875__2732249___2011-06-20.tif,1
05-067-08685_1631353__2202308___2009-09-10.tif,2
05-071-09364_400816366__3516135___2014-10-28.tif,1
05-007-06231_200194022__1527190___2008-08-07.tif,1
05-067-07787_2515203__2953975___2012-07-16.tif,1
05-067-06138_2524918__2672670___2010-10-28.tif,0
05-067-05132_17777242__2040226___2007-12-10.tif,0
05-067-07830_400948247__3626020___2015-06-11.tif,1
05-067-08157_2215441__2764119___2011-08-19.tif,1
05-067-05295_17777695__2048096___2008-05-27.tif,0
05-067-05334_17777698__2048093___2008-05-27.tif,0
05-067-08117_2521139__2534881___2010-05-21.tif,0
05-067-07012_401047806__3641540___2015-07-09.tif,1
05-067-06954_400957340__3611614___2015-05-18.tif,1
05-067-08383_2222359__2860712___2011-11-16.tif,0
05-067-07510_1793308__2050283___2007-07-12.tif,2
05-067-09501_400916590__3663241___2015-08-14.tif,1
05-067-07293_1793372__2050422___2007-07-25.tif,2
05-067-08926_400932842__3660557___2015-08-10.tif,0
05-071-07673_400702266__3436388___2014-08-07.tif,1
05-067-06669_1149179__1057008___1999-04-21.tif,2
05-067-06966_400971428__3611539___2015-05-18.tif,1
05-067-06998_1793063__2057013___2007-05-24.tif,2
05-067-07765_400932187__3660571___2015-08-10.tif,0
05-067-05403_17777144__2040066___2008-01-11.tif,0
05-067-09584_400801637__3555634___2011-06-08.tif,0
05-067-05467_1701595__2040432___2008-12-08.tif,0
05-067-07403_2213734__2696563___2011-04-28.tif,1
05-067-07799_400745092__3347807___2009-04-30.tif,0
05-067-08280_1793426__2050375___2007-08-09.tif,2
05-067-09074_2221985__2853161___2011-12-16.tif,0
05-067-06222_401011084__3631298___2015-06-24.tif,0
05-071-08343_400768010__3412251___2014-08-07.tif,1
05-067-07798_2215470__2764148___2011-08-19.tif,1
05-067-07454_17777255__2040213___2007-12-10.tif,0
05-067-06849_894427__735139___1999-12-01.tif,0
05-071-07868_2514454__2928259___2012-05-25.tif,1
05-007-06149_1631389__2202276___2009-10-15.tif,2
05-067-08224_17777424__2038791___2007-12-10.tif,0
05-067-08286_1794413__2061789___2007-04-09.tif,2
05-067-08787_401009059__3626544___2015-06-15.tif,0
05-071-08632_1629486__2162448___2009-07-30.tif,1
05-071-07632_2608162__2515702___2010-03-05.tif,1
05-067-06900_17777343__2038855___2007-12-10.tif,2
05-067-05067_401194424__4054533___2017-01-17.tif,0
05-067-07425_1794174__2056547___2007-05-11.tif,2
05-067-07269_2222329__2860682___2011-11-16.tif,0
05-067-08120_2521143__2534885___2010-05-21.tif,0
05-067-06846_400957341__3611612___2015-05-18.tif,1
05-067-08393_400952540__3611701___2015-05-18.tif,1
05-071-06599_2524486__2665506___2010-11-02.tif,1
05-067-09180_400930548__3641512___2015-07-09.tif,1
05-067-05189_401168629__3877272___2016-06-06.tif,0
05-071-06391_2448072__2882120___2012-01-06.tif,1
05-071-08672_400768474__3414667___2014-08-08.tif,1
05-067-05750_1332033__278990___2001-08-03.tif,1
05-067-07834_400964360__3611567___2015-05-18.tif,1
05-071-06617_2524818__2671905___2010-10-22.tif,1
05-071-09270_2514729__2935326___2012-06-08.tif,1
05-067-06321_401052450__3856767___2016-05-05.tif,0
05-067-07857_1631400__2202265___2009-10-15.tif,2
05-067-08507_1173136__1046087___2003-06-20.tif,2
05-067-07135_401114416__3932566___2016-08-18.tif,1
05-067-07364_401106551__3932041___2016-08-18.tif,2
05-067-08976_401172704__3894239___2016-06-27.tif,1
05-067-09666_400935854__3641267___2015-07-09.tif,1
05-071-09379_2213489__2690963___2011-01-28.tif,1
05-067-09046_401113875__3932632___2016-08-18.tif,1
05-067-09644_400909820__3663157___2015-08-14.tif,1
05-067-07009_2541134__2794437___2011-07-22.tif,2
05-071-08556_400775542__3408876___2014-08-07.tif,1
05-071-06594_400764153__3405261___2014-08-07.tif,1
05-007-06223_2221076__2822977___2011-11-16.tif,1
05-067-05018_17777597__2044118___2008-06-30.tif,0
05-067-09080_400973815__3611526___2015-05-18.tif,1
05-071-07516_2213475__2690949___2011-02-03.tif,1
05-067-05091_400825904__3311763___2011-08-01.tif,0
05-067-08712_1793235__2057044___2007-06-28.tif,2
05-067-07349_401103796__3932744___2016-08-18.tif,2
05-067-06704_1793030__2044469___2009-04-16.tif,2
05-067-07713_400940461__3641361___2015-07-09.tif,1
05-067-06618_401014477__3641491___2015-07-09.tif,2
05-067-07155_400948290__3626012___2015-06-11.tif,1
05-067-06989_1794431__2061772___2007-04-09.tif,2
05-067-07588_2221187__2823708___2011-09-02.tif,2
05-071-06322_2447952__2876354___2012-02-17.tif,1
05-067-05131_2510341__2532895___2010-08-26.tif,2
05-067-07417_2541115__2794418___2011-07-22.tif,2
05-067-08287_401054644__3569371___2015-03-12.tif,1
05-067-09648_2221682__2845192___2011-09-12.tif,2
05-067-09449_2445051__2854332___2012-01-13.tif,2
05-071-09292_2447869__2876317___2012-01-27.tif,1
05-067-08701_400941672__3626141___2015-06-11.tif,1
05-067-07425_400947762__3626071___2015-06-11.tif,1
05-071-08679_2169250__2946656___2012-06-29.tif,1
05-067-06618_401125651__3967205___2016-09-30.tif,2
